InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
579508,23301,GARDENERS KNEELING PAD KEEP CALM ,2,2011-11-29 16:33:00,3.29,,United Kingdom
577690,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,3,2011-11-21 11:34:00,3.29,12856.0,United Kingdom
578265,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2011-11-23 13:28:00,0.85,13018.0,United Kingdom
561079,22580,ADVENT CALENDAR GINGHAM SACK,2,2011-07-24 16:12:00,5.95,13956.0,United Kingdom
560504,22222,CAKE PLATE LOVEBIRD WHITE,3,2011-07-19 11:47:00,4.95,13081.0,United Kingdom
547399,22966,GINGERBREAD MAN COOKIE CUTTER,1,2011-03-22 16:55:00,2.46,,United Kingdom
544586,22619,SET OF 6 SOLDIER SKITTLES,2,2011-02-21 15:04:00,3.75,17338.0,United Kingdom
536876,22371,AIRLINE BAG VINTAGE TOKYO 78,3,2010-12-03 11:36:00,8.47,,United Kingdom
550636,85131D,BEADED CRYSTAL HEART PINK ON STICK,6,2011-04-19 15:37:00,0.83,,United Kingdom
546543,84227,HEN HOUSE W CHICK IN NEST,1,2011-03-14 15:40:00,0.42,17841.0,United Kingdom
548893,22258,FELT FARM ANIMAL RABBIT,1,2011-04-04 15:54:00,2.46,,United Kingdom
540355,20675,BLUE POLKADOT BOWL,1,2011-01-06 15:11:00,1.66,,United Kingdom
578623,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-11-24 15:32:00,1.69,15953.0,United Kingdom
560711,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1,2011-07-20 12:58:00,1.69,17841.0,United Kingdom
566562,23550,WRAP ALPHABET POSTER  ,50,2011-09-13 12:18:00,0.42,17365.0,United Kingdom
557645,23306,SET OF 36 DOILIES PANTRY DESIGN,1,2011-06-21 17:08:00,2.92,,United Kingdom
565231,21733,RED HANGING HEART T-LIGHT HOLDER,1,2011-09-02 09:26:00,5.79,,United Kingdom
571082,21314,SMALL GLASS HEART TRINKET POT,2,2011-10-13 15:25:00,4.13,,United Kingdom
537393,22666,RECIPE BOX PANTRY YELLOW DESIGN,24,2010-12-06 13:59:00,2.55,13089.0,United Kingdom
554038,22296,HEART IVORY TRELLIS LARGE,12,2011-05-20 14:23:00,1.65,12775.0,Netherlands
553144,23298,SPOTTY BUNTING,6,2011-05-13 13:29:00,4.95,17669.0,United Kingdom
541223,21723,ALPHABET HEARTS STICKER SHEET,4,2011-01-14 14:39:00,0.85,17954.0,United Kingdom
551250,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,6,2011-04-27 12:00:00,1.25,17841.0,United Kingdom
581405,22124,SET OF 2 TEA TOWELS PING MICROWAVE,1,2011-12-08 13:50:00,0.79,13521.0,United Kingdom
546896,90119,METALIC LEAVES BAG CHARMS,1,2011-03-17 18:24:00,2.46,,United Kingdom
567670,23103,JINGLE BELL HEART DECORATION,5,2011-09-21 15:32:00,3.29,,United Kingdom
579470,21877,HOME SWEET HOME MUG,1,2011-11-29 15:06:00,1.65,16549.0,United Kingdom
556471,22628,PICNIC BOXES SET OF 3 RETROSPOT ,1,2011-06-12 11:47:00,4.95,16466.0,United Kingdom
541422,22196,SMALL HEART MEASURING SPOONS,2,2011-01-17 17:48:00,1.63,,United Kingdom
543265,84872A,,-4,2011-02-04 17:23:00,0.0,,United Kingdom
576081,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-11-14 08:16:00,0.85,15203.0,United Kingdom
540551,21774,DECORATIVE CATS BATHROOM BOTTLE,8,2011-01-10 09:43:00,1.28,,United Kingdom
C540243,22778,GLASS CLOCHE SMALL,-1,2011-01-05 15:32:00,3.95,12585.0,Germany
556092,22381,TOY TIDY PINK POLKADOT,1,2011-06-08 15:25:00,4.96,,United Kingdom
560090,21580,RABBIT  DESIGN  COTTON TOTE BAG,1,2011-07-14 16:46:00,1.63,,United Kingdom
546669,22916,HERB MARKER THYME,12,2011-03-15 15:36:00,0.65,14226.0,United Kingdom
556671,21213,PACK OF 72 SKULL CAKE CASES,1,2011-06-13 16:33:00,0.55,17841.0,United Kingdom
579885,23490,T-LIGHT HOLDER HANGING LOVE BIRD,3,2011-11-30 17:37:00,3.75,15444.0,United Kingdom
578510,22555,PLASTERS IN TIN STRONGMAN,3,2011-11-24 13:25:00,1.65,14056.0,United Kingdom
567311,21156,RETROSPOT CHILDRENS APRON,20,2011-09-19 13:45:00,1.65,13777.0,United Kingdom
577768,22371,AIRLINE BAG VINTAGE TOKYO 78,3,2011-11-21 15:18:00,8.29,,United Kingdom
546008,22469,HEART OF WICKER SMALL,1,2011-03-08 15:43:00,1.65,,United Kingdom
557217,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-06-17 12:30:00,0.29,17426.0,United Kingdom
555845,22620,4 TRADITIONAL SPINNING TOPS,1,2011-06-07 13:19:00,1.45,17015.0,United Kingdom
575854,21889,WOODEN BOX OF DOMINOES,12,2011-11-11 12:20:00,1.25,14125.0,United Kingdom
564818,22457,NATURAL SLATE HEART CHALKBOARD ,1,2011-08-30 12:10:00,5.79,,United Kingdom
536592,85150,LADIES & GENTLEMEN METAL SIGN,1,2010-12-01 17:06:00,5.06,,United Kingdom
551776,21908,CHOCOLATE THIS WAY METAL SIGN,2,2011-05-04 11:23:00,2.1,13268.0,United Kingdom
560603,21116,OWL DOORSTOP,3,2011-07-20 08:59:00,4.95,18180.0,United Kingdom
580664,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,12,2011-12-05 14:03:00,1.25,15097.0,United Kingdom
563013,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-08-11 12:01:00,1.65,12993.0,United Kingdom
537858,21192,WHITE BELL HONEYCOMB PAPER ,1,2010-12-08 16:06:00,1.65,,United Kingdom
541696,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,1,2011-01-20 18:08:00,2.46,,United Kingdom
576932,21742,LARGE ROUND WICKER PLATTER ,3,2011-11-17 11:12:00,5.95,15443.0,United Kingdom
576070,22311,OFFICE MUG WARMER BLACK+SILVER ,2,2011-11-13 15:58:00,2.95,13451.0,United Kingdom
547884,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,2011-03-28 09:07:00,1.95,13481.0,United Kingdom
561917,23300,GARDENERS KNEELING PAD CUP OF TEA ,5,2011-08-01 11:57:00,1.65,16904.0,United Kingdom
555510,20998,ROSE DU SUD OVEN GLOVE,2,2011-06-03 17:09:00,1.63,,United Kingdom
542121,22680,FRENCH BLUE METAL DOOR SIGN 5,6,2011-01-25 14:33:00,1.25,17515.0,United Kingdom
551855,85049H,URBAN BLACK RIBBONS ,1,2011-05-04 15:08:00,1.25,12836.0,United Kingdom
537995,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,2010-12-09 11:39:00,2.55,12712.0,Germany
559544,22210,WOOD STAMP SET BEST WISHES,1,2011-07-10 13:52:00,0.83,17126.0,United Kingdom
556876,10133,COLOURING PENCILS BROWN TUBE,4,2011-06-15 11:56:00,0.42,16241.0,United Kingdom
539750,21668,RED STRIPE CERAMIC DRAWER KNOB,3,2010-12-21 15:40:00,3.36,,United Kingdom
579187,20982,12 PENCILS TALL TUBE SKULLS,1,2011-11-28 15:31:00,1.63,,United Kingdom
580730,22995,TRAVEL CARD WALLET SUKI,1,2011-12-05 17:28:00,0.83,,United Kingdom
543997,21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,3,2011-02-15 10:49:00,0.85,17348.0,United Kingdom
544798,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,2011-02-23 13:44:00,2.55,17063.0,United Kingdom
542585,22688,DOORMAT PEACE ON EARTH BLUE,1,2011-01-28 15:29:00,7.95,17329.0,United Kingdom
541038,23230,WRAP ALPHABET DESIGN,25,2011-01-13 12:10:00,0.42,16395.0,United Kingdom
545215,21980,PACK OF 12 RED RETROSPOT TISSUES ,2,2011-02-28 16:47:00,0.83,,United Kingdom
554285,20712,JUMBO BAG WOODLAND ANIMALS,2,2011-05-23 14:15:00,4.13,,United Kingdom
556473,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,1,2011-06-12 12:00:00,0.83,17265.0,United Kingdom
574726,23269,SET OF 2 CERAMIC CHRISTMAS TREES,6,2011-11-06 14:56:00,1.45,14664.0,United Kingdom
578513,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-11-24 13:32:00,1.65,16609.0,United Kingdom
577228,20677,PINK POLKADOT BOWL,2,2011-11-18 12:07:00,1.25,12391.0,Cyprus
570488,20670,VIP HOLIDAY PURSE,1,2011-10-10 17:12:00,5.79,14096.0,United Kingdom
564856,22723,SET OF 6 HERB TINS SKETCHBOOK,48,2011-08-31 09:11:00,3.45,12477.0,Germany
574074,22107,PIZZA PLATE IN BOX,2,2011-11-02 15:33:00,3.29,,United Kingdom
544089,84927A,WAKE UP COCKEREL TILE HOOK,1,2011-02-15 17:51:00,4.13,,United Kingdom
577844,23084,RABBIT NIGHT LIGHT,40,2011-11-22 10:41:00,4.96,,United Kingdom
540940,21259,VICTORIAN SEWING BOX SMALL ,2,2011-01-12 12:12:00,5.95,18109.0,United Kingdom
538040,22919,HERB MARKER MINT,12,2010-12-09 13:08:00,0.65,16520.0,United Kingdom
579387,21592,RETROSPOT CIGAR BOX MATCHES ,2,2011-11-29 12:06:00,1.25,14452.0,United Kingdom
572567,20728,LUNCH BAG CARS BLUE,10,2011-10-25 10:27:00,1.65,12398.0,Switzerland
559928,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,2011-07-14 08:52:00,1.95,12405.0,Finland
560504,15056BL,EDWARDIAN PARASOL BLACK,3,2011-07-19 11:47:00,5.95,13081.0,United Kingdom
541206,21217,RED RETROSPOT ROUND CAKE TINS,12,2011-01-14 12:24:00,8.95,14646.0,Netherlands
539044,22255,FELT TOADSTOOL  SMALL,36,2010-12-15 15:47:00,0.85,15727.0,United Kingdom
564817,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,2011-08-30 12:02:00,16.63,,United Kingdom
573399,22400,MAGNETS PACK OF 4 HOME SWEET HOME,12,2011-10-30 15:35:00,0.39,13949.0,United Kingdom
560187,POST,POSTAGE,1,2011-07-15 12:05:00,550.94,17444.0,Canada
544434,22930,BAKING MOULD HEART MILK CHOCOLATE,1,2011-02-18 16:12:00,4.96,,United Kingdom
577108,22514,CHILDS GARDEN SPADE BLUE,1,2011-11-17 17:34:00,2.1,15983.0,United Kingdom
575146,79190A,RETRO PLASTIC 70'S TRAY,60,2011-11-08 15:45:00,0.42,17313.0,United Kingdom
556264,23171,REGENCY TEA PLATE GREEN ,12,2011-06-09 18:42:00,1.65,16107.0,United Kingdom
579777,23537,WALL ART I LOVE LONDON ,1,2011-11-30 15:13:00,10.79,,United Kingdom
572124,85199S,SMALL HANGING IVORY/RED WOOD BIRD,72,2011-10-21 08:47:00,0.42,14156.0,EIRE
542534,20932,PINK POT PLANT CANDLE,4,2011-01-28 13:27:00,3.75,13707.0,United Kingdom
547396,21327,SKULLS WRITING SET ,2,2011-03-22 16:54:00,2.46,,United Kingdom
538816,21258,VICTORIAN SEWING BOX LARGE,8,2010-12-14 12:35:00,10.95,16812.0,United Kingdom
566408,23223,CHRISTMAS TREE HANGING SILVER ,12,2011-09-12 13:43:00,0.83,16984.0,United Kingdom
575875,22714,CARD BIRTHDAY COWBOY,1,2011-11-11 13:06:00,0.83,,United Kingdom
563179,21164,HOME SWEET HOME METAL SIGN ,6,2011-08-12 14:19:00,2.95,12431.0,Australia
575981,84712B,PINK JEWELLED PHOTO FRAME,2,2011-11-13 13:41:00,7.95,15500.0,United Kingdom
571257,21931,JUMBO STORAGE BAG SUKI,2,2011-10-14 17:17:00,4.13,,United Kingdom
536571,22065,CHRISTMAS PUDDING TRINKET POT ,12,2010-12-01 15:37:00,1.45,14696.0,United Kingdom
558758,22223,CAKE PLATE LOVEBIRD PINK,2,2011-07-03 12:27:00,4.95,17939.0,United Kingdom
567183,22763,KEY CABINET MA CAMPAGNE,2,2011-09-18 15:32:00,9.95,14769.0,United Kingdom
553901,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,2,2011-05-19 17:48:00,12.75,14911.0,EIRE
536946,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,2010-12-03 12:28:00,1.65,13013.0,United Kingdom
543166,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2011-02-04 08:27:00,8.5,13488.0,United Kingdom
555397,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-06-02 17:26:00,5.79,,United Kingdom
561218,90197B,BLACK GLASS BRACELET W HEART CHARMS,1,2011-07-25 17:11:00,4.98,,United Kingdom
564840,84913A,SOFT PINK ROSE TOWEL ,1,2011-08-30 12:49:00,3.29,,United Kingdom
566254,20685,DOORMAT RED RETROSPOT,4,2011-09-11 12:16:00,7.95,13993.0,United Kingdom
551529,22551,PLASTERS IN TIN SPACEBOY,12,2011-05-01 13:18:00,1.65,12524.0,Germany
553890,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2,2011-05-19 16:32:00,0.83,,United Kingdom
575076,23570,TRADITIONAL PICK UP STICKS GAME ,12,2011-11-08 13:20:00,1.25,16639.0,United Kingdom
580611,21012,ANTIQUE ALL GLASS CANDLESTICK,2,2011-12-05 11:49:00,2.1,12748.0,United Kingdom
565593,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-09-05 14:07:00,2.08,17612.0,United Kingdom
575767,21943,CAKES AND RABBITS DESIGN FLANNEL ,1,2011-11-11 11:11:00,0.85,17348.0,United Kingdom
548163,22995,TRAVEL CARD WALLET SUKI,2,2011-03-29 13:43:00,0.83,,United Kingdom
C567627,22383,LUNCH BAG SUKI DESIGN ,-1,2011-09-21 13:01:00,1.65,17511.0,United Kingdom
554514,22583,PACK OF 6 HANDBAG GIFT BOXES,1,2011-05-24 15:58:00,4.96,,United Kingdom
562209,22782,SET 3 WICKER STORAGE BASKETS ,1,2011-08-03 13:06:00,24.95,13213.0,United Kingdom
546067,21260,FIRST AID TIN,114,2011-03-09 10:58:00,3.4,17450.0,United Kingdom
541258,22188,BLACK HEART CARD HOLDER,4,2011-01-16 15:30:00,3.95,13634.0,United Kingdom
570677,23345, DOLLY GIRL BEAKER,3,2011-10-11 15:10:00,1.25,12836.0,United Kingdom
552234,20701,PINK CAT FLORAL CUSHION COVER ,1,2011-05-06 16:01:00,4.13,,United Kingdom
554814,22179,SET 10 NIGHT OWL LIGHTS,4,2011-05-26 13:34:00,6.75,16609.0,United Kingdom
546104,22470,HEART OF WICKER LARGE,1,2011-03-09 12:19:00,2.95,14527.0,United Kingdom
564856,20754,RETROSPOT RED WASHING UP GLOVES,6,2011-08-31 09:11:00,2.1,12477.0,Germany
574310,22766,PHOTO FRAME CORNICE,4,2011-11-03 16:56:00,2.95,13467.0,United Kingdom
547063,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,4,2011-03-20 13:33:00,0.85,14769.0,United Kingdom
556489,82482,WOODEN PICTURE FRAME WHITE FINISH,2,2011-06-12 13:59:00,2.55,14704.0,United Kingdom
553389,22023,EMPIRE BIRTHDAY CARD,1,2011-05-16 16:37:00,0.83,,United Kingdom
573576,22595,GINGHAM HEART DECORATION,1,2011-10-31 14:09:00,1.63,14096.0,United Kingdom
574737,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-11-06 15:53:00,1.25,14868.0,United Kingdom
577723,21263,GREEN GOOSE FEATHER TREE 60CM,4,2011-11-21 12:36:00,1.95,16713.0,United Kingdom
547990,84050,PINK HEART SHAPE EGG FRYING PAN,12,2011-03-29 09:53:00,1.65,15589.0,United Kingdom
557849,23300,GARDENERS KNEELING PAD CUP OF TEA ,12,2011-06-23 10:52:00,1.65,17613.0,United Kingdom
576840,23285,PINK VINTAGE SPOT BEAKER,4,2011-11-16 15:23:00,1.63,,United Kingdom
568408,22733,3D TRADITIONAL CHRISTMAS STICKERS,2,2011-09-27 10:40:00,1.63,,United Kingdom
544664,85177,BASKET OF FLOWERS SEWING KIT,12,2011-02-22 14:55:00,0.85,16045.0,United Kingdom
549577,23126,FELTCRAFT GIRL AMELIE KIT,4,2011-04-11 08:16:00,4.95,14286.0,United Kingdom
541869,21060,PARTY INVITES BALLOON GIRL,2,2011-01-24 09:35:00,1.63,,United Kingdom
539217,22567,20 DOLLY PEGS RETROSPOT,12,2010-12-16 12:46:00,1.25,15394.0,United Kingdom
576837,22900,SET 2 TEA TOWELS I LOVE LONDON ,2,2011-11-16 15:16:00,6.63,,United Kingdom
561217,21791,VINTAGE HEADS AND TAILS CARD GAME ,1,2011-07-25 17:09:00,2.46,,United Kingdom
573872,23275,SET OF 3 HANGING OWLS OLLIE BEAK,12,2011-11-01 12:35:00,1.25,17243.0,United Kingdom
578362,23127,FELTCRAFT GIRL NICOLE KIT,16,2011-11-24 10:39:00,4.95,12913.0,United Kingdom
552574,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,96,2011-05-10 12:20:00,1.06,15311.0,United Kingdom
556254,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-06-09 16:57:00,1.25,13213.0,United Kingdom
553063,22515,CHILDS GARDEN SPADE PINK,6,2011-05-13 11:38:00,2.1,13018.0,United Kingdom
551468,72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,8,2011-04-28 16:21:00,1.63,,United Kingdom
559052,22667,RECIPE BOX RETROSPOT ,1,2011-07-05 16:53:00,5.79,,United Kingdom
567378,22697,GREEN REGENCY TEACUP AND SAUCER,12,2011-09-20 10:01:00,2.95,14911.0,EIRE
540976,85016,SET OF 6 VINTAGE NOTELETS KIT,6,2011-01-12 15:00:00,2.55,12652.0,France
565223,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-09-01 19:08:00,2.95,15410.0,United Kingdom
536373,21071,VINTAGE BILLBOARD DRINK ME MUG,6,2010-12-01 09:02:00,1.06,17850.0,United Kingdom
576463,22607,WOODEN ROUNDERS GARDEN SET ,2,2011-11-15 11:37:00,9.95,17974.0,United Kingdom
569243,22150,3 STRIPEY MICE FELTCRAFT,6,2011-10-03 09:44:00,1.95,13344.0,United Kingdom
566446,17012C,ORIGAMI LAVENDER INCENSE/CANDL SET ,1,2011-09-12 15:40:00,2.46,,United Kingdom
566622,22569,FELTCRAFT CUSHION BUTTERFLY,4,2011-09-14 09:27:00,3.75,13860.0,United Kingdom
557643,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-06-21 16:36:00,4.13,,United Kingdom
581217,21985,PACK OF 12 HEARTS DESIGN TISSUES ,1,2011-12-08 09:20:00,0.83,,United Kingdom
550458,21756,BATH BUILDING BLOCK WORD,1,2011-04-18 13:13:00,11.63,,United Kingdom
538379,21592,RETROSPOT CIGAR BOX MATCHES ,1,2010-12-12 11:26:00,1.25,17126.0,United Kingdom
579512,23694,PAISLEY PARK CARD,3,2011-11-29 16:47:00,0.83,,United Kingdom
559802,22622,BOX OF VINTAGE ALPHABET BLOCKS,1,2011-07-12 13:48:00,20.79,,United Kingdom
536387,22780,LIGHT GARLAND BUTTERFILES PINK,192,2010-12-01 09:58:00,3.37,16029.0,United Kingdom
578041,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,2,2011-11-22 14:23:00,2.1,17338.0,United Kingdom
556485,48138,DOORMAT UNION FLAG,4,2011-06-12 13:21:00,7.95,17211.0,United Kingdom
545697,21507,"ELEPHANT, BIRTHDAY CARD, ",12,2011-03-06 14:38:00,0.42,14504.0,United Kingdom
571441,82482,WOODEN PICTURE FRAME WHITE FINISH,3,2011-10-17 13:31:00,5.79,14096.0,United Kingdom
549524,22178,VICTORIAN GLASS HANGING T-LIGHT,3,2011-04-08 15:42:00,2.46,,United Kingdom
568319,22207,FRYING PAN UNION FLAG,54,2011-09-26 13:35:00,3.75,17389.0,United Kingdom
548516,21558,SKULL LUNCH BOX WITH CUTLERY ,1,2011-03-31 16:28:00,4.96,,United Kingdom
552804,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,2011-05-11 12:32:00,8.5,15615.0,United Kingdom
558774,22329,ROUND CONTAINER SET OF 5 RETROSPOT,9,2011-07-04 10:17:00,1.63,,United Kingdom
551004,22766,PHOTO FRAME CORNICE,1,2011-04-26 09:48:00,5.79,,United Kingdom
541695,20716,PARTY FOOD SHOPPER BAG,1,2011-01-20 18:01:00,2.46,,United Kingdom
554509,21906,PHARMACIE FIRST AID TIN,1,2011-05-24 15:45:00,6.75,17375.0,United Kingdom
551004,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,1,2011-04-26 09:48:00,4.13,,United Kingdom
572837,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,2011-10-26 12:01:00,1.25,14754.0,United Kingdom
544459,22621,TRADITIONAL KNITTING NANCY,13,2011-02-20 13:52:00,1.45,17838.0,United Kingdom
562928,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,6,2011-08-10 15:29:00,1.25,15494.0,United Kingdom
547102,21530,DAIRY MAID TOASTRACK,6,2011-03-21 10:41:00,2.95,14245.0,United Kingdom
557112,35598D,PINK/WHITE CHRISTMAS TREE 60CM,1,2011-06-16 16:31:00,2.46,,United Kingdom
552000,84912B,GREEN ROSE WASHBAG,1,2011-05-05 15:56:00,3.29,,United Kingdom
568239,23245,SET OF 3 REGENCY CAKE TINS,4,2011-09-26 12:02:00,4.95,18205.0,United Kingdom
563848,23226,FILIGREE HEART DAISY WHITE,24,2011-08-19 14:57:00,1.25,14911.0,EIRE
542344,22101,MIRROR MOSAIC VOTIVE HOLDER,10,2011-01-27 11:30:00,2.46,,United Kingdom
555243,22469,HEART OF WICKER SMALL,12,2011-06-01 13:52:00,1.65,13475.0,United Kingdom
563166,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,2011-08-12 12:37:00,3.39,18092.0,United Kingdom
580385,23283,DOORMAT VINTAGE LEAF,2,2011-12-04 10:11:00,8.25,16326.0,United Kingdom
577755,23229,VINTAGE DONKEY TAIL GAME ,6,2011-11-21 14:49:00,3.75,17010.0,United Kingdom
537237,21026,SPACE OWL,1,2010-12-06 09:58:00,2.51,,United Kingdom
570919,22847,BREAD BIN DINER STYLE IVORY,2,2011-10-13 10:57:00,16.95,12584.0,Italy
541423,20699,MOUSEY LONG LEGS SOFT TOY,3,2011-01-17 17:54:00,2.46,,United Kingdom
554054,22483,RED GINGHAM TEDDY BEAR ,1,2011-05-20 15:29:00,5.79,,United Kingdom
551291,17096,ASSORTED LAQUERED INCENSE HOLDERS,96,2011-04-27 14:26:00,0.17,14298.0,United Kingdom
C560687,22156,HEART DECORATION WITH PEARLS ,-27,2011-07-20 11:51:00,0.85,14606.0,United Kingdom
565563,21982,PACK OF 12 SUKI TISSUES ,12,2011-09-05 12:18:00,0.39,14177.0,United Kingdom
554669,20719,WOODLAND CHARLOTTE BAG,10,2011-05-25 15:31:00,0.85,15203.0,United Kingdom
574675,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2011-11-06 12:31:00,4.95,17289.0,United Kingdom
575177,21385,IVORY HANGING DECORATION  HEART,1,2011-11-08 18:41:00,1.63,,United Kingdom
561217,23123,COCKTAIL SWORDS 50 PIECES,1,2011-07-25 17:09:00,1.67,,United Kingdom
555284,23170,REGENCY TEA PLATE ROSES ,24,2011-06-02 09:37:00,1.45,14298.0,United Kingdom
571556,20750,RED RETROSPOT MINI CASES,4,2011-10-18 09:24:00,7.95,12662.0,Germany
565117,23111,PARISIENNE SEWING BOX,4,2011-09-01 11:33:00,12.5,13089.0,United Kingdom
540502,22682,FRENCH BLUE METAL DOOR SIGN 7,10,2011-01-09 10:50:00,1.25,13183.0,United Kingdom
575870,21098,CHRISTMAS TOILET ROLL,2,2011-11-11 12:46:00,1.25,15557.0,United Kingdom
541239,22197,SMALL POPCORN HOLDER,200,2011-01-16 10:56:00,0.72,16401.0,United Kingdom
578068,22587,FELTCRAFT HAIRBAND RED AND BLUE,3,2011-11-22 15:45:00,0.85,14505.0,United Kingdom
570888,22550,HOLIDAY FUN LUDO,4,2011-10-13 10:26:00,3.75,17509.0,United Kingdom
551199,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,48,2011-04-27 11:30:00,0.65,13018.0,United Kingdom
545685,22996,TRAVEL CARD WALLET VINTAGE TICKET,1,2011-03-06 11:55:00,0.42,14499.0,United Kingdom
544571,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-02-21 13:07:00,1.45,15146.0,United Kingdom
560875,48184,DOORMAT ENGLISH ROSE ,2,2011-07-21 15:12:00,7.95,13562.0,United Kingdom
546091,47590B,PINK HAPPY BIRTHDAY BUNTING,3,2011-03-09 11:53:00,5.45,14936.0,Channel Islands
573585,21931,JUMBO STORAGE BAG SUKI,3,2011-10-31 14:41:00,4.13,,United Kingdom
563195,20726,LUNCH BAG WOODLAND,3,2011-08-12 16:36:00,4.13,,United Kingdom
560726,22335,HEART DECORATION PAINTED ZINC ,2,2011-07-20 14:16:00,0.65,17962.0,United Kingdom
566733,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,2011-09-14 13:54:00,0.55,15103.0,United Kingdom
538626,21820,GLITTER HEART GARLAND WITH BELLS ,6,2010-12-13 12:57:00,3.75,17338.0,United Kingdom
575017,23050,RECYCLED ACAPULCO MAT GREEN,1,2011-11-08 11:25:00,8.25,17219.0,United Kingdom
571443,22940,FELTCRAFT CHRISTMAS FAIRY,3,2011-10-17 13:43:00,4.25,17785.0,United Kingdom
544186,22663,JUMBO BAG DOLLY GIRL DESIGN,1,2011-02-16 15:56:00,4.13,,United Kingdom
576590,23570,TRADITIONAL PICK UP STICKS GAME ,12,2011-11-15 14:30:00,1.25,16240.0,United Kingdom
C550181,21244,BLUE POLKADOT PLATE ,-5,2011-04-14 17:43:00,1.69,13069.0,United Kingdom
564840,90140,PINK SWEETIE NECKLACE,1,2011-08-30 12:49:00,7.48,,United Kingdom
549261,22699,ROSES REGENCY TEACUP AND SAUCER ,5,2011-04-07 12:35:00,2.95,14903.0,United Kingdom
559887,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,2,2011-07-13 11:44:00,0.39,13263.0,United Kingdom
578067,21561,DINOSAUR LUNCH BOX WITH CUTLERY,1,2011-11-22 15:43:00,4.96,,United Kingdom
554964,72802C,VANILLA SCENT CANDLE JEWELLED BOX,4,2011-05-27 15:57:00,4.25,15867.0,United Kingdom
559109,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2011-07-06 11:52:00,7.95,15021.0,United Kingdom
560449,23028,DRAWER KNOB CRACKLE GLAZE BLUE,12,2011-07-19 09:31:00,1.65,14732.0,United Kingdom
563617,20725,LUNCH BAG RED RETROSPOT,10,2011-08-18 09:45:00,1.65,15301.0,United Kingdom
545025,22197,SMALL POPCORN HOLDER,5,2011-02-25 14:40:00,1.63,,United Kingdom
552229,20712,JUMBO BAG WOODLAND ANIMALS,1,2011-05-06 15:40:00,4.13,,United Kingdom
575957,22183,CAKE STAND VICTORIAN FILIGREE MED,1,2011-11-13 12:19:00,6.75,13170.0,United Kingdom
581166,23352,ROLL WRAP 50'S RED CHRISTMAS ,1,2011-12-07 14:43:00,1.25,15525.0,United Kingdom
573585,22585,PACK OF 6 BIRDY GIFT TAGS,6,2011-10-31 14:41:00,2.46,,United Kingdom
540957,20727,LUNCH BAG  BLACK SKULL.,7,2011-01-12 13:30:00,1.65,15311.0,United Kingdom
557577,22311,OFFICE MUG WARMER BLACK+SILVER ,1,2011-06-21 11:02:00,2.95,14606.0,United Kingdom
573407,22329,ROUND CONTAINER SET OF 5 RETROSPOT,1,2011-10-30 15:58:00,1.65,18067.0,United Kingdom
